"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CNA02420","CNA02420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00253","N/A"
"CNA02430","CNA02430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00254,CNAG_00978","N/A"
"CNA02440","CNA02440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00255","N/A"
"CNA02450","CNA02450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00256","N/A"
"CNA02460","CNA02460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00257","N/A"
"CNA02470","CNA02470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00258","N/A"
"CNA02480","CNA02480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00259","N/A"
"CNA02490","CNA02490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00260","N/A"
"CNA02500","CNA02500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01042,CNAG_05542,CNAG_07930,CNAG_07955","N/A"
"CNA02510","CNA02510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00549,CNAG_00903,CNAG_02711,CNAG_07972,CNAG_07979","N/A"
"CNA02520","CNA02520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00261,CNAG_03782","N/A"
"CNA02530","CNA02530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00262","N/A"
"CNA02535","CNA02535-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00263","N/A"
"CNA02540","CNA02540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00264","N/A"
"CNA02550","CNA02550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00265","IDI1"
"CNA02555","CNA02555-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00266,CNAG_04927","N/A"
"CNA02560","CNA02560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00267","N/A"
"CNA02570","CNA02570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00268","ILV2"
"CNA02580","CNA02580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00115,CNAG_00269,CNAG_01558,CNAG_01949,CNAG_05658,CNAG_06977","N/A"
"CNA02590","CNA02590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00270","N/A"
"CNA02600","CNA02600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00271","N/A"
"CNA02610","CNA02610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00272","N/A"
"CNA02620","CNA02620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00273","N/A"
"CNA02625","CNA02625-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00274","N/A"
"CNA02630","CNA02630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00275,CNAG_01492","N/A"
"CNA02640","CNA02640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00276","N/A"
"CNA02645","CNA02645-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00277","N/A"
"CNA02650","CNA02650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00278,CNAG_03926","N/A"
"CNA02660","CNA02660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00279","N/A"
"CNA02670","CNA02670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00280","N/A"
"CNA02680","CNA02680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07345","N/A"
"CNA02690","CNA02690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07114,CNAG_08012","N/A"
"CNA02700","CNA02700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07346","N/A"
"CNA02710","CNA02710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00283","N/A"
"CNA02720","CNA02720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00284,CNAG_01960,CNAG_03090,CNAG_03101,CNAG_03474,CNAG_03713,CNAG_03719","N/A"
"CNA02730","CNA02730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00285","N/A"
"CNA02740","CNA02740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00286","NAB2"
"CNA02750","CNA02750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00287","N/A"
"CNA02760","CNA02760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00288","N/A"
"CNA02770","CNA02770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00289","N/A"
"CNA02780","CNA02780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00290,CNAG_04269","N/A"
"CNA02790","CNA02790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00291","N/A"
"CNA02800","CNA02800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00292","N/A"
"CNA02810","CNA02810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00293,CNAG_01672,CNAG_04761","RAS1"
"CNA02820","CNA02820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00294","N/A"
"CNA02830","CNA02830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03347,CNAG_07347","N/A"
"CNA02840","CNA02840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00909,CNAG_07348","N/A"
"CNA02845","CNA02845-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07349","N/A"
"CNA02850","CNA02850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00299,CNAG_05102,CNAG_07964","RAD5"
"CNA02860","CNA02860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00300","N/A"
"CNA02870","CNA02870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00301","N/A"
"CNA02875","CNA02875-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00302","N/A"
"CNA02880","CNA02880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00303","N/A"
"CNA02885","CNA02885-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00304","N/A"
"CNA02890","CNA02890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00305","N/A"
"CNA02895","CNA02895-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07949","N/A"
"CNA02900","CNA02900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00306,CNAG_05449","CMT2"
"CNA02905","CNA02905-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00307","N/A"
"CNA02910","CNA02910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00308,CNAG_03420,CNAG_03960,CNAG_04141,CNAG_04988","N/A"
"CNA02920","CNA02920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00309","N/A"
"CNA02930","CNA02930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00310","N/A"
"CNA02940","CNA02940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00311","N/A"
"CNA02950","CNA02950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00312","N/A"
"CNA02960","CNA02960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00313","N/A"
"CNA02970","CNA02970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00314","N/A"
"CNA02980","CNA02980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00315","N/A"
"CNA02990","CNA02990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07350","N/A"
"CNA03000","CNA03000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00316","N/A"
"CNA03020","CNA03020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00317","N/A"
"CNA03030","CNA03030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00318","N/A"
"CNA03040","CNA03040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00319","N/A"
"CNA03050","CNA03050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00320","N/A"
"CNA03060","CNA03060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00321","N/A"
"CNA03065","CNA03065-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00322","N/A"
"CNA03070","CNA03070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07351","N/A"
"CNA03090","CNA03090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00326,CNAG_07607","N/A"
"CNA03095","CNA03095-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00327","N/A"
"CNA03100","CNA03100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00328","N/A"
"CNA03110","CNA03110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00329","N/A"
"CNA03120","CNA03120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00330","N/A"
"CNA03130","CNA03130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00331,CNAG_06922","N/A"
"CNA03140","CNA03140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00332","SIP4"
"CNA03150","CNA03150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00333","N/A"
"CNA03160","CNA03160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00334,CNAG_01727,CNAG_01750,CNAG_06443","N/A"
"CNA03170","CNA03170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00335","N/A"
"CNA03180","CNA03180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00337","N/A"
"CNA03190","CNA03190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07352","N/A"
"CNA03200","CNA03200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07353","N/A"
"CNA03210","CNA03210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07354","N/A"
"CNA03220","CNA03220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07355","N/A"
"CNA03240","CNA03240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00342","N/A"
"CNA03250","CNA03250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00343,CNAG_02085","N/A"
"CNA03280","CNA03280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00375","GCN5"
"CNA03290","CNA03290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00374","N/A"
"CNA03300","CNA03300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00373","N/A"
"CNA03310","CNA03310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00372","N/A"
"CNA03320","CNA03320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00371","N/A"
"CNA03330","CNA03330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00370","UBI1"
"CNA03340","CNA03340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00369","MED6"
"CNA03350","CNA03350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00368","N/A"
"CNA03360","CNA03360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00367","N/A"
"CNA03370","CNA03370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00366","N/A"
"CNA03380","CNA03380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00365","N/A"
"CNA03390","CNA03390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00364,CNAG_05969","N/A"
"CNA03400","CNA03400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00363","TCO6"
"CNA03410","CNA03410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00362","N/A"
"CNA03420","CNA03420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00361","N/A"
"CNA03430","CNA03430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00360","N/A"
"CNA03450","CNA03450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00359","N/A"
"CNA03460","CNA03460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00358","N/A"
"CNA03470","CNA03470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00357","N/A"
"CNA03480","CNA03480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00356","N/A"
"CNA03490","CNA03490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00355","N/A"
"CNA03500","CNA03500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00354","VAC8"
"CNA03510","CNA03510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00353","N/A"
"CNA03520","CNA03520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00352","N/A"
"CNA03523","CNA03523-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00351","N/A"
"CNA03525","CNA03525-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07253","N/A"
"CNA03530","CNA03530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07356","N/A"
"CNA03540","CNA03540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00349,CNAG_06629,CNAG_06786,CNAG_07811","N/A"
"CNA03550","CNA03550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00348","N/A"
"CNA03560","CNA03560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00347,CNAG_04051","N/A"
"CNA03570","CNA03570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00346","N/A"
"CNA03580","CNA03580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00345","N/A"
"CNA03590","CNA03590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00344","N/A"
"CNA03600","CNA03600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00377","N/A"
"CNA03720","CNA03720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00383,CNAG_01278,CNAG_06469","APT3"
"CNA03725","CNA03725-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00384","N/A"
"CNA03730","CNA03730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00385","N/A"
"CNA03740","CNA03740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00386,CNAG_00402","N/A"
"CNA03750","CNA03750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00387","N/A"
"CNA03760","CNA03760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00388","N/A"
"CNA03770","CNA03770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00389","CAF17"
"CNA03780","CNA03780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07951","N/A"
"CNA03790","CNA03790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00390","N/A"
"CNA03795","CNA03795-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00391","N/A"
"CNA03800","CNA03800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00392","N/A"
"CNA03810","CNA03810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00393","GLC3"
"CNA03820","CNA03820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00394","DPH3"
"CNA03830","CNA03830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00395","SLX1"
"CNA03840","CNA03840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00396,CNAG_04162","PKA1"
"CNA03850","CNA03850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00397","N/A"
"CNA03860","CNA03860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00398","N/A"
"CNA03870","CNA03870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00399","N/A"
"CNA03880","CNA03880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00400","N/A"
"CNA03890","CNA03890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00401","N/A"
"CNA03900","CNA03900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00386,CNAG_00402","N/A"
"CNA03910","CNA03910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00403","N/A"
"CNA03930","CNA03930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00404","N/A"
"CNA03940","CNA03940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00405","KIC1"
"CNA03950","CNA03950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00406","N/A"
"CNA03960","CNA03960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00407,CNAG_02030,CNAG_05731","N/A"
"CNA03970","CNA03970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00408","PPH3"
"CNA03990","CNA03990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00409","N/A"
"CNA04000","CNA04000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00410","N/A"
"CNA04000","CNA04000-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00410","N/A"
"CNA04010","CNA04010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00411","N/A"
"CNA04015","CNA04015-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00412","N/A"
"CNA04020","CNA04020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00413","OFD1"
"CNA04025","CNA04025-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00414,CNAG_06033","N/A"
"CNA04030","CNA04030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00415","CDC2801"
"CNA04040","CNA04040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00416","N/A"
"CNA04050","CNA04050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00417","N/A"
"CNA04060","CNA04060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00418","N/A"
"CNA04063","CNA04063-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00419,CNAG_02160,CNAG_07766","N/A"
"CNA04065","CNA04065-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00420","N/A"
"CNA04070","CNA04070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00421","N/A"
"CNA04080","CNA04080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00422","N/A"
"CNA04090","CNA04090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00423","N/A"
"CNA04100","CNA04100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00424","N/A"
"CNA04110","CNA04110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00426","N/A"
"CNA04120","CNA04120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00427","N/A"
"CNA04130","CNA04130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00428","N/A"
"CNA04140","CNA04140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00429","N/A"
"CNA04145","CNA04145-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00430","N/A"
"CNA04150","CNA04150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07359","N/A"
"CNA04160","CNA04160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00433","N/A"
"CNA04170","CNA04170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00434","N/A"
"CNA04180","CNA04180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00435","N/A"
"CNA04190","CNA04190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00436","AKR1"
"CNA04200","CNA04200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00437","N/A"
"CNA04210","CNA04210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00438","N/A"
"CNA04220","CNA04220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00439","N/A"
"CNA04230","CNA04230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00440","SSN801"
"CNA04240","CNA04240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00441","IMD1"
"CNA04250","CNA04250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00442","N/A"
"CNA04260","CNA04260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00443,CNAG_02595,CNAG_03838","N/A"
"CNA04265","CNA04265-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00444","N/A"
"CNA04270","CNA04270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00445","NHP6B01"
"CNA04280","CNA04280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00447","N/A"
"CNA04290","CNA04290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00448","N/A"
"CNA04300","CNA04300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00449","N/A"
"CNA04310","CNA04310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00450,CNAG_04468,CNAG_04535","LEU2"
"CNA04320","CNA04320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00451","N/A"
"CNA04330","CNA04330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00452","N/A"
"CNA04340","CNA04340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00453,CNAG_06668","N/A"
"CNA04340","CNA04340-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00453,CNAG_06668","N/A"
"CNA04350","CNA04350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00455","N/A"
"CNA04360","CNA04360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00456","ISP6"
"CNA04370","CNA04370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00457","GLN1"
"CNA04370","CNA04370-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00457","GLN1"
"CNA04380","CNA04380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00458","N/A"
"CNA04380","CNA04380-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00458","N/A"
"CNA04390","CNA04390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07360","N/A"
"CNA04400","CNA04400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00460","LIV1"
"CNA04410","CNA04410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00461","N/A"
"CNA04420","CNA04420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00462","N/A"
